year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,source,reanalysis_min_air_temp_k_rolling_2,station_min_temp_c_rolling_2,reanalysis_air_temp_k_rolling_2,reanalysis_avg_temp_k_rolling_2,reanalysis_dew_point_temp_k_rolling_2,reanalysis_specific_humidity_g_per_kg_rolling_2,station_avg_temp_c_rolling_2,week_sin,week_cos,sj,iq
1990,42,0.17115,0.0702,0.1816167,0.16575,143.55,299.195714286,299.307142857,296.544285714,301.5,297.5,279.6,85.6214285714,143.55,18.1157142857,1.87142857143,27.6285714286,7.4,32.8,23.3,61.8,train,297.8,23.85,299.5264285715,299.625,296.7364285715,18.3142857143,28.1285714286,-0.9646355819083585,0.263587166069068,1,0
1990,43,0.1462,0.08975,0.1288286,0.1239286,127.03,298.902857143,299.042857143,296.257142857,300.9,297.2,94.52,85.5028571429,127.03,17.75,1.8,26.7714285714,7.62857142857,32.2,21.7,91.5,train,297.35,22.5,299.0492857145,299.17499999999995,296.40071428550004,17.93285714285,27.200000000000003,-0.9266896074318335,0.375827582114238,1,0
1990,44,0.25225,0.1834333,0.318,0.2959,101.35,299.727142857,299.778571429,296.534285714,301.4,298.5,22.26,82.7871428571,101.35,18.0342857143,1.78571428571,27.9714285714,8.64285714286,33.3,22.8,6.3,train,297.85,22.25,299.315,299.41071428600003,296.39571428550005,17.89214285715,27.371428571400003,-0.8757349421956372,0.48279220273074425,1,0
1990,45,0.1526,0.181775,0.1783286,0.1866286,20.46,299.972857143,300.035714286,296.564285714,302.2,298.5,14.4,81.7157142857,20.46,18.0742857143,2.38571428571,28.4714285714,8.42857142857,33.3,23.9,6.6,train,298.5,23.35,299.85,299.9071428575,296.549285714,18.0542857143,28.2214285714,-0.8124868780056815,0.5829794791144718,1,0
1990,46,0.2908,0.2246,0.1803857,0.2348857,20.0,300.35,300.5,295.687142857,302.3,298.8,7.1,75.7285714286,20.0,17.0857142857,2.2,27.5428571429,8.6,32.8,22.2,38.9,train,298.65,23.049999999999997,300.1614285715,300.267857143,296.1257142855,17.58,28.00714285715,-0.7378332790417279,0.6749830015182099,1,0
1990,47,0.2722,0.33035,0.1316333,0.1253833,20.04,299.511428571,299.635714286,295.375714286,301.6,297.0,36.7,78.1514285714,20.04,16.7528571429,2.52857142857,26.8,7.41428571429,31.7,22.2,9.6,train,297.9,22.2,299.9307142855,300.06785714299997,295.5314285715,16.919285714300003,27.17142857145,-0.6528221181905214,0.7575112421616202,1,0
1990,48,0.1367667,0.216525,0.1767857,0.1415857,33.61,298.238571429,298.264285714,294.811428571,300.2,296.5,44.3,81.3857142857,33.61,16.2085714286,1.98571428571,26.2,7.12857142857,31.1,20.6,26.7,train,296.75,21.4,298.875,298.95,295.0935714285,16.48071428575,26.5,-0.5586467658036526,0.8294056854502017,1,0
1990,49,0.1098,0.0886,0.2667833,0.2517,9.96,298.542857143,298.685714286,294.782857143,300.8,296.7,71.8,79.9085714286,9.96,16.1614285714,2.05714285714,25.9857142857,5.54285714286,29.4,22.2,69.0,train,296.6,21.4,298.390714286,298.475,294.79714285700004,16.185,26.09285714285,-0.45662923739371375,0.889657090994747,1,0
1990,50,0.12135,0.26166,0.1913857,0.2099857,0.0,298.202857143,298.278571429,292.004285714,300.6,296.1,4.1,68.7228571429,0.0,13.6157142857,2.98571428571,24.6857142857,7.77142857143,29.4,19.4,2.8,train,296.4,20.799999999999997,298.37285714300003,298.4821428575,293.39357142849997,14.888571428549998,25.3357142857,-0.34820163543439914,0.9374196611341208,1,0
1990,51,0.2931333,0.2668667,0.2608571,0.3027286,52.45,298.297142857,298.378571429,294.558571429,300.9,296.0,32.31,80.0828571429,52.45,15.9542857143,2.87142857143,25.7142857143,6.58571428571,30.6,21.1,19.8,train,296.05,20.25,298.25,298.328571429,293.2814285715,14.785,25.200000000000003,-0.23488604578098374,0.9720229140804107,1,0
1990,52,0.3025,0.2772333,0.1712667,0.1616222,0.0,298.038571429,298.085714286,292.105714286,299.8,295.3,5.46,69.6814285714,0.0,13.6828571429,2.28571428571,25.1571428571,5.84285714286,28.9,21.1,20.9,train,295.65,21.1,298.167857143,298.2321428575,293.3321428575,14.818571428599999,25.4357142857,-0.11827317092136551,0.992981096013517,1,0
1991,1,0.1465,0.1404667,0.1515,0.1673143,0.0,297.06,297.135714286,291.907142857,299.0,293.9,4.8,72.9385714286,0.0,13.5114285714,2.52857142857,24.3857142857,7.45714285714,29.4,18.9,5.3,train,294.6,20.0,297.5492857145,297.61071428599996,292.0064285715,13.59714285715,24.7714285714,0.1182731709213658,0.9929810960135169,1,0
1991,2,0.1465,0.1004667,0.2519,0.1376167,15.85,297.674285714,297.828571429,293.282857143,299.3,295.8,26.33,76.6285714286,15.85,14.6714285714,1.88571428571,24.9142857143,6.31428571429,28.3,21.1,31.7,train,294.85,20.0,297.367142857,297.4821428575,292.595,14.0914285714,24.65,0.23488604578098368,0.9720229140804107,1,0
1991,3,0.1465,0.2935667,0.2599429,0.2179,0.0,297.422857143,297.657142857,293.412857143,299.3,296.1,27.4,78.5,0.0,14.7985714286,2.0,25.2428571429,6.57142857143,29.4,21.1,16.5,train,295.95000000000005,21.1,297.5485714285,297.74285714300004,293.347857143,14.735,25.0785714286,0.34820163543439875,0.9374196611341209,1,0
1991,4,0.3313,0.3093333,0.2210286,0.2027571,0.0,297.884285714,298.15,292.382857143,300.3,296.0,0.7,71.5971428571,0.0,13.8785714286,2.55714285714,24.7142857143,7.77142857143,29.4,18.3,6.8,train,296.05,19.700000000000003,297.65357142849996,297.90357142849996,292.897857143,14.338571428600002,24.9785714286,0.4566292373937131,0.8896570909947473,1,0
1991,5,0.0917,0.246425,0.2438571,0.1956,0.0,298.044285714,298.228571429,292.572857143,300.1,295.0,5.7,71.7842857143,0.0,14.0442857143,2.77142857143,24.8285714286,8.15714285714,30.0,18.9,5.9,train,295.5,18.6,297.96428571399997,298.1892857145,292.47785714300005,13.96142857145,24.771428571450002,0.5586467658036525,0.8294056854502018,1,0
1991,6,0.3801,0.2285667,0.2550429,0.2258,0.0,297.74,297.928571429,293.15,299.7,295.0,19.69,75.7942857143,0.0,14.5414285714,2.42857142857,25.0571428571,6.88571428571,30.0,20.6,7.3,train,295.0,19.75,297.892142857,298.078571429,292.8614285715,14.29285714285,24.942857142850002,0.6528221181905216,0.7575112421616201,1,0
1991,7,0.0712,0.2211,0.2762429,0.2673429,18.05,296.884285714,297.114285714,292.972857143,300.2,294.1,21.4,78.8957142857,18.05,14.46,3.2,25.1428571429,8.87142857143,32.2,18.9,5.6,train,294.55,19.75,297.312142857,297.5214285715,293.06142857149996,14.500714285699999,25.1,0.7378332790417272,0.6749830015182106,1,0
1991,8,0.0712,0.2094,0.1084333,0.1194,0.0,297.414285714,297.614285714,293.631428571,300.1,295.8,26.2,79.74,0.0,15.0357142857,2.57142857143,25.8428571429,8.47142857143,32.2,20.0,17.8,train,294.95000000000005,19.45,297.14928571400003,297.364285714,293.30214285700004,14.74785714285,25.4928571429,0.8124868780056813,0.5829794791144721,1,0
1991,9,0.1702,0.2086,0.13752,0.1914333,31.79,297.505714286,297.828571429,293.407142857,299.8,295.8,23.8,77.9771428571,31.79,14.7942857143,2.11428571429,25.2571428571,7.2,30.6,20.0,30.7,train,295.8,20.0,297.46000000000004,297.72142857150004,293.51928571400003,14.915,25.55,0.8757349421956369,0.48279220273074486,1,0
1991,10,0.21075,0.2641,0.2476857,0.2163571,0.0,297.777142857,298.078571429,293.531428571,300.3,296.4,8.3,77.3157142857,0.0,14.92,2.24285714286,26.0142857143,8.31428571429,31.1,20.6,10.9,train,296.1,20.3,297.6414285715,297.953571429,293.46928571399997,14.85714285715,25.6357142857,0.9266896074318334,0.3758275821142382,1,0
1991,11,0.21075,0.2641,0.21325,0.2405429,0.0,297.431428571,297.635714286,293.335714286,300.1,295.7,13.37,78.1385714286,0.0,14.7871428571,2.72857142857,25.9285714286,8.97142857143,31.7,20.6,3.6,train,296.04999999999995,20.6,297.604285714,297.8571428575,293.4335714285,14.85357142855,25.97142857145,0.9646355819083586,0.2635871660690678,1,0
1991,12,0.1279,0.1784,0.1470143,0.1593,0.0,297.407142857,297.614285714,293.254285714,300.4,295.4,11.1,77.8828571429,0.0,14.7457142857,2.54285714286,26.0857142857,6.97142857143,32.2,21.1,5.7,train,295.54999999999995,20.85,297.419285714,297.625,293.29499999999996,14.766428571399999,26.00714285715,0.9890401873221639,0.14764656400248127,1,0
1991,13,0.28035,0.223575,0.2478833,0.2473857,0.0,297.47,297.692857143,293.74,301.0,295.7,21.26,80.0014285714,0.0,15.1485714286,2.75714285714,26.0571428571,6.58571428571,32.2,22.2,26.9,train,295.54999999999995,21.65,297.43857142850004,297.6535714285,293.497142857,14.94714285715,26.0714285714,0.9995608365087943,0.029633327822559667,1,0
1991,14,0.1691,0.216825,0.2605143,0.2219714,12.92,297.064285714,297.185714286,292.48,299.4,295.4,20.9,75.6628571429,12.92,13.9914285714,2.28571428571,25.2428571429,6.81428571429,28.9,20.6,4.1,train,295.54999999999995,21.4,297.267142857,297.4392857145,293.11,14.57,25.65,0.9960498426152169,-0.08879589532293478,1,0
1991,15,0.1765,0.2763,0.1845333,0.1773667,6.0,297.372857143,297.657142857,293.615714286,299.2,295.9,19.78,79.6285714286,6.0,14.9928571429,2.62857142857,25.3,6.51428571429,28.9,21.1,18.8,train,295.65,20.85,297.2185714285,297.4214285715,293.047857143,14.49214285715,25.271428571450002,0.978556492299504,-0.20597861874109827,1,0
1991,16,0.0774,0.1024,0.16355,0.2061667,44.57,297.284285714,297.392857143,292.17,298.9,296.0,21.9,73.3514285714,44.57,13.7328571429,2.01428571429,25.5142857143,6.27142857143,29.4,21.1,19.4,train,295.95,21.1,297.3285714285,297.525,292.892857143,14.362857142900001,25.40714285715,0.9473263538541914,-0.32026985386283763,1,0
1991,17,0.0774,0.18845,0.1883143,0.2249429,32.72,298.074285714,298.235714286,294.028571429,299.6,296.7,19.7,78.4471428571,32.72,15.4614285714,2.3,26.5285714286,8.01428571429,32.8,21.7,3.5,train,296.35,21.4,297.679285714,297.8142857145,293.0992857145,14.59714285715,26.021428571450002,0.9027978299657434,-0.43006520227652056,1,0
1991,18,0.2091667,0.160575,0.1761714,0.1761714,0.0,298.831428571,299.071428571,294.97,301.0,297.1,8.38,79.36,0.0,16.3142857143,2.8,27.3142857143,7.71428571429,32.2,22.8,2.8,train,296.9,22.25,298.45285714249997,298.6535714285,294.49928571450005,15.887857142849999,26.92142857145,0.8455960035018261,-0.5338233779647907,1,0
1991,19,0.11595,0.180175,0.1063857,0.1111857,35.38,298.638571429,298.721428571,294.812857143,300.9,297.2,20.6,79.5414285714,35.38,16.1857142857,2.41428571429,26.9285714286,6.92857142857,31.7,22.8,40.2,train,297.15,22.8,298.735,298.896428571,294.8914285715,16.25,27.12142857145,0.7765238627180424,-0.630087843581711,1,0
1991,20,0.11595,0.10455,0.15115,0.0964,4.16,298.325714286,298.407142857,294.618571429,300.1,296.6,35.37,80.0671428571,4.16,15.9742857143,2.5,26.5285714286,6.58571428571,30.6,22.8,32.8,train,296.9,22.8,298.4821428575,298.564285714,294.715714286,16.080000000000002,26.7285714286,0.6965510290629972,-0.717507257044331,1,0
1991,21,0.0669,0.1335667,0.09711667,0.1356,51.16,298.584285714,298.457142857,295.124285714,300.4,297.0,59.3,81.3014285714,51.16,16.5014285714,1.85714285714,27.3857142857,6.7,31.7,22.8,3.6,train,296.8,22.8,298.455,298.43214285700003,294.8714285715,16.23785714285,26.95714285715,0.6068001458185932,-0.7948544414133534,1,0
1991,22,0.1401,0.1594667,0.2143167,0.2571,55.37,298.808571429,298.885714286,295.274285714,301.1,297.3,43.4,81.0885714286,55.37,16.6457142857,2.14285714286,27.9428571429,7.01428571429,33.3,23.3,5.6,train,297.15,23.05,298.69642857149995,298.6714285715,295.199285714,16.573571428549997,27.6642857143,0.5085311186492207,-0.8610436117673553,1,0
1991,23,0.08585,0.087,0.1196,0.1659286,8.08,299.518571429,299.75,294.925714286,301.6,297.4,5.0,76.0742857143,8.08,16.3242857143,2.87142857143,28.0714285714,7.5,33.3,23.3,20.6,train,297.35,23.3,299.163571429,299.31785714299997,295.1,16.485,28.00714285715,0.4031234292879726,-0.9151456172430182,1,0
1991,24,0.1091,0.1564667,0.1734286,0.1739714,6.09,299.891428571,300.071428571,295.492857143,301.8,298.4,5.82,77.0357142857,6.09,16.8828571429,2.4,28.2285714286,7.97142857143,33.9,23.9,9.4,train,297.9,23.6,299.70500000000004,299.91071428550003,295.20928571449997,16.6035714286,28.15,0.29205677063697594,-0.9564009842765224,1,0
1991,25,0.0596,0.09235,0.1301286,0.1306429,44.25,299.775714286,299.971428571,296.3,301.9,298.4,17.0,81.4214285714,44.25,17.7042857143,2.17142857143,28.9285714286,7.14285714286,33.9,25.0,3.3,train,298.4,24.45,299.8335714285,300.021428571,295.8964285715,17.2935714286,28.5785714286,0.17689027512257316,-0.9842305779475968,1,0
1991,26,0.07965,0.122,0.1851143,0.1582429,73.76,299.41,299.478571429,296.228571429,302.5,297.7,37.8,82.7457142857,73.76,17.6285714286,2.04285714286,27.9142857143,7.4,32.8,22.8,12.4,train,298.04999999999995,23.9,299.592857143,299.725,296.26428571450003,17.66642857145,28.42142857145,0.05924062789371414,-0.9982437317643215,1,0
1991,27,0.07965,0.1779333,0.2015286,0.1981571,26.7,299.371428571,299.385714286,295.945714286,302.4,297.4,51.99,81.6942857143,26.7,17.3528571429,2.14285714286,28.3714285714,6.6,32.8,23.9,24.7,train,297.54999999999995,23.35,299.39071428550005,299.4321428575,296.0871428575,17.490714285750002,28.142857142849998,-0.05924062789371389,-0.9982437317643215,1,0
1991,28,0.0969,0.1779333,0.13805,0.1679167,6.13,300.001428571,300.171428571,295.791428571,302.1,297.9,18.7,77.8771428571,6.13,17.1514285714,2.42857142857,28.4142857143,6.67142857143,32.8,24.4,4.6,train,297.65,24.15,299.686428571,299.77857142849996,295.8685714285,17.252142857149998,28.392857142849998,-0.1768902751225729,-0.9842305779475968,1,0
1991,29,0.0969,0.07733333,0.09982857,0.1166429,29.67,300.234285714,300.342857143,296.081428571,302.2,298.6,23.6,78.2414285714,29.67,17.4728571429,2.42857142857,28.8,6.91428571429,33.9,23.9,12.2,train,298.25,24.15,300.11785714250004,300.25714285699996,295.93642857099996,17.31214285715,28.607142857150002,-0.29205677063697566,-0.9564009842765224,1,0
1991,30,0.0801,0.00805,0.1380333,0.1290667,56.58,299.808571429,299.978571429,296.332857143,302.1,298.2,27.4,81.4828571429,56.58,17.7342857143,2.24285714286,28.0,5.88571428571,32.8,24.4,43.1,train,298.4,24.15,300.0214285715,300.16071428600003,296.207142857,17.6035714286,28.4,-0.403123429287972,-0.9151456172430186,1,0
1991,31,0.0801,0.00805,0.1906429,0.1593286,48.41,299.852857143,299.964285714,296.478571429,302.0,298.3,34.39,81.8971428571,48.41,17.8785714286,2.3,28.5714285714,6.34285714286,33.3,25.0,18.0,train,298.25,24.7,299.830714286,299.97142857150004,296.40571428600003,17.80642857145,28.2857142857,-0.5085311186492202,-0.8610436117673557,1,0
1991,32,0.07315,0.1124,0.1925857,0.2093571,13.29,299.831428571,299.864285714,296.468571429,301.8,298.1,31.5,81.96,13.29,17.8957142857,2.24285714286,28.5,6.51428571429,32.8,24.4,12.5,train,298.20000000000005,24.7,299.842142857,299.914285714,296.473571429,17.88714285715,28.5357142857,-0.6068001458185934,-0.7948544414133533,1,0
1991,33,0.0593,0.1124,0.1551,0.1567,0.0,300.42,300.65,296.484285714,302.8,298.7,20.4,79.1971428571,0.0,17.9114285714,2.18571428571,29.4285714286,5.47142857143,33.3,25.6,3.3,train,298.4,25.0,300.1257142855,300.25714285699996,296.47642857150004,17.90357142855,28.9642857143,-0.6965510290629969,-0.7175072570443312,1,0
1991,34,0.0569,0.09814,0.1285143,0.1437286,51.88,300.311428571,300.385714286,296.581428571,302.6,298.3,25.47,80.2557142857,51.88,18.0114285714,2.4,29.2714285714,7.51428571429,34.4,24.4,1.5,train,298.5,25.0,300.3657142855,300.517857143,296.5328571425,17.9614285714,29.35,-0.7765238627180426,-0.6300878435817109,1,0
1991,35,0.0693,0.05705,0.22504,0.1864,55.2,300.117142857,300.2,296.67,302.3,298.6,23.8,81.5942857143,55.2,18.0914285714,2.37142857143,28.1571428571,7.0,32.2,23.9,10.7,train,298.45000000000005,24.15,300.21428571399997,300.292857143,296.6257142855,18.051428571400002,28.71428571425,-0.845596003501826,-0.533823377964791,1,0
1991,36,0.10805,0.091675,0.1398,0.1624143,65.9,300.105714286,300.15,296.798571429,302.3,298.4,42.33,82.31,65.9,18.2628571429,2.12857142857,28.9428571429,7.54285714286,34.4,24.4,27.2,train,298.5,24.15,300.1114285715,300.17499999999995,296.7342857145,18.177142857150002,28.549999999999997,-0.9027978299657435,-0.4300652022765204,1,0
1991,37,0.10475,0.1598333,0.11208,0.1446429,33.56,300.54,300.635714286,296.451428571,302.8,298.7,11.4,78.6271428571,33.56,17.8957142857,3.04285714286,28.9714285714,7.7,33.9,23.3,61.0,train,298.54999999999995,23.85,300.322857143,300.392857143,296.625,18.0792857143,28.95714285715,-0.9473263538541913,-0.32026985386283807,1,0
1991,38,0.1098,0.1527333,0.1685714,0.1688714,29.53,300.527142857,300.6,296.901428571,303.0,298.8,28.8,80.8771428571,29.53,18.4,2.45714285714,28.9142857143,6.8,33.3,24.4,7.9,train,298.75,23.85,300.5335714285,300.61785714300004,296.676428571,18.14785714285,28.942857142850002,-0.9785564922995039,-0.2059786187410985,1,0
1991,39,0.1676,0.1489,0.1714286,0.2181429,73.55,300.06,300.05,296.59,302.4,298.2,77.5,81.4242857143,73.55,18.0442857143,2.07142857143,28.1428571429,6.68571428571,32.8,24.4,31.8,train,298.5,24.4,300.2935714285,300.32500000000005,296.74571428549996,18.222142857149997,28.5285714286,-0.9960498426152169,-0.08879589532293546,1,0
