year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,reanalysis_tdtr_k_rolling_2,reanalysis_min_air_temp_k_rolling_2,station_min_temp_c_rolling_2,reanalysis_air_temp_k_rolling_2,reanalysis_avg_temp_k_rolling_2,reanalysis_dew_point_temp_k_rolling_2,reanalysis_specific_humidity_g_per_kg_rolling_2,station_avg_temp_c_rolling_2,reanalysis_tdtr_k_rolling_4,reanalysis_min_air_temp_k_rolling_4,station_min_temp_c_rolling_4,reanalysis_air_temp_k_rolling_4,reanalysis_avg_temp_k_rolling_4,reanalysis_dew_point_temp_k_rolling_4,reanalysis_specific_humidity_g_per_kg_rolling_4,station_avg_temp_c_rolling_4,reanalysis_tdtr_k_rolling_6,reanalysis_min_air_temp_k_rolling_6,station_min_temp_c_rolling_6,reanalysis_air_temp_k_rolling_6,reanalysis_avg_temp_k_rolling_6,reanalysis_dew_point_temp_k_rolling_6,reanalysis_specific_humidity_g_per_kg_rolling_6,station_avg_temp_c_rolling_6,week_sin,week_cos,sj,iq
1990,28,0.192875,0.08235,0.1919429,0.1529286,22.27,299.512857143,299.592857143,296.041428571,301.8,298.0,43.72,81.4671428571,22.27,17.4185714286,2.15714285714,27.5571428571,7.15714285714,31.7,21.7,63.7,2.0857142857150004,298.35,23.049999999999997,299.8335714285,299.935714286,296.346428571,17.744999999999997,27.94285714285,1.9071428571425,298.2,22.924999999999997,299.70928571425003,299.7392857145,296.4007142855,17.814285714275,28.146428571425,1.961904761905,298.09999999999997,23.15,299.61238095233335,299.65714285716666,296.2199999998333,17.617380952383332,28.01904761905,-0.1768902751225729,-0.9842305779475968,1,0
1990,29,0.2916,0.2118,0.3012,0.2806667,59.17,299.667142857,299.75,296.334285714,302.0,297.3,40.9,82.1442857143,59.17,17.7371428571,2.41428571429,28.1285714286,6.9,32.8,23.9,12.2,2.2857142857149997,297.65,22.799999999999997,299.59000000000003,299.6714285715,296.1878571425,17.57785714285,27.84285714285,2.1178571428575,297.925,23.2,299.72821428575,299.79464285725,296.35142857125,17.754285714275,28.085714285725,2.014285714286667,297.96666666666664,23.15,299.61857142850005,299.6547619048333,296.3004761903333,17.704761904749997,28.021428571433333,-0.2920567706369756,-0.9564009842765224,1,0
1990,30,0.1505667,0.1717,0.2269,0.2145571,16.48,299.558571429,299.635714286,295.96,301.8,297.1,42.53,80.7428571429,16.48,17.3414285714,2.07142857143,28.1142857143,6.35714285714,31.7,22.8,32.6,2.2428571428599997,297.20000000000005,23.35,299.612857143,299.69285714299997,296.14714285699995,17.53928571425,28.12142857145,2.1642857142875003,297.775,23.2,299.72321428575003,299.8142857145,296.246785714,17.642142857125002,28.03214285715,2.0190476190483335,297.8666666666666,23.066666666666663,299.6771428571667,299.723809524,296.316190476,17.7226190476,28.138095238100004,-0.403123429287972,-0.9151456172430186,1,0
1990,31,0.1505667,0.24715,0.3797,0.3813571,32.66,299.862857143,299.95,296.172857143,303.0,298.3,34.6,80.5842857143,32.66,17.5942857143,2.58571428571,28.2428571429,8.08571428571,34.4,22.8,37.6,2.3285714285699997,297.70000000000005,22.8,299.710714286,299.792857143,296.06642857149996,17.46785714285,28.1785714286,2.3071428571425,297.675,22.8,299.650357143,299.73214285725,296.12714285699997,17.52285714285,28.010714285725,2.188095238095,297.84999999999997,23.066666666666663,299.72238095250003,299.79404761916663,296.2564285713333,17.6588095238,28.116666666683333,-0.5085311186492202,-0.8610436117673557,1,0
1990,32,0.1505667,0.06433333,0.1644429,0.1388571,28.8,300.391428571,300.478571429,296.532857143,302.5,298.8,20.0,79.65,28.8,17.95,2.32857142857,28.2,7.55714285714,33.3,23.3,11.4,2.45714285714,298.55,23.05,300.12714285699997,300.21428571449997,296.352857143,17.77214285715,28.22142857145,2.35,297.875,23.200000000000003,299.87,299.95357142875,296.25,17.6557142857,28.17142857145,2.2619047619050003,298.03333333333336,23.15,299.8578571428333,299.9476190478333,296.282142857,17.685476190466666,28.09523809525,-0.6068001458185934,-0.7948544414133533,1,0
1990,33,0.1505667,0.1280333,0.2069571,0.1682429,90.75,299.958571429,299.957142857,297.035714286,302.6,298.5,101.9,84.1785714286,90.75,18.5157142857,1.85714285714,28.0428571429,6.68571428571,32.8,22.8,44.7,2.092857142855,298.65,23.05,300.175,300.217857143,296.7842857145,18.23285714285,28.12142857145,2.2107142857125,298.175,22.925,299.94285714299997,300.00535714299997,296.425357143,17.85035714285,28.150000000025,2.235714285713333,298.0,22.88333333333333,299.8252380953333,299.89404761916666,296.34619047616667,17.75952380951667,28.047619047633333,-0.6965510290629969,-0.7175072570443312,1,0
1990,34,0.1902333,0.1688,0.1676571,0.1722857,32.4,300.332857143,300.414285714,296.728571429,302.5,298.1,25.9,80.9471428571,32.4,18.1742857143,2.48571428571,28.3428571429,7.01428571429,33.3,23.3,5.4,2.1714285714249995,298.3,23.05,300.14571428600004,300.1857142855,296.88214285749996,18.345,28.192857142900003,2.3142857142825,298.425,23.05,300.1364285715,300.20000000000005,296.61750000025,18.058571428575,28.207142857175,2.2904761904749997,298.01666666666665,23.15,299.96190476199996,300.03095238099996,296.4607142858333,17.885476190466665,28.1785714286,-0.7765238627180425,-0.6300878435817109,1,0
1990,35,0.2529,0.33075,0.2641714,0.2843143,40.94,300.118571429,300.221428571,297.017142857,302.2,298.7,39.8,83.3485714286,40.94,18.5157142857,1.9,28.6571428571,6.52857142857,32.2,24.4,13.7,2.192857142855,298.4,23.85,300.22571428599997,300.3178571425,296.87285714300003,18.345,28.5,2.142857142855,298.525,23.450000000000003,300.200357143,300.26785714275,296.82857142875,18.288928571425,28.310714285725,2.20476190476,298.25,23.233333333333334,300.0371428573333,300.1095238095,296.5745238096667,18.015238095233332,28.266666666683335,-0.845596003501826,-0.533823377964791,1,0
1990,36,0.2354,0.200025,0.2838167,0.2304429,28.86,300.53,300.635714286,296.117142857,303.8,298.0,30.4,77.1728571429,28.86,17.56,3.47142857143,28.3285714286,7.61428571429,32.8,23.3,14.2,2.685714285715,298.35,23.85,300.3242857145,300.4285714285,296.567142857,18.03785714285,28.49285714285,2.42857142857,298.32500000000005,23.45,300.23500000025,300.30714285700003,296.72464285725,18.191428571425,28.342857142875,2.438095238093333,298.40000000000003,23.316666666666663,300.1990476191666,300.2761904761667,296.6007142858333,18.051666666666662,28.3023809524,-0.9027978299657436,-0.4300652022765204,1,0
1990,37,0.1279667,0.4371,0.1234,0.1482833,64.56,300.674285714,300.792857143,297.192857143,302.9,299.0,24.18,81.5514285714,64.56,18.7771428571,2.9,28.6857142857,8.05714285714,33.9,24.4,25.9,3.185714285715,298.5,23.85,300.602142857,300.71428571449997,296.655,18.16857142855,28.50714285715,2.689285714285,298.45000000000005,23.85,300.4139285715,300.5160714285,296.7639285715,18.256785714275,28.503571428575,2.490476190475,298.51666666666665,23.583333333333332,300.33428571433336,300.4166666666667,296.7707142858333,18.2488095238,28.3761904762,-0.9473263538541912,-0.320269853862838,1,0
1990,38,0.19635,0.1824333,0.2548286,0.3056857,143.73,299.857142857,299.9,296.431428571,301.7,298.7,36.6,81.6371428571,143.73,17.8928571429,1.74285714286,28.2428571429,8.11428571429,32.8,23.9,3.3,2.32142857143,298.85,24.15,300.2657142855,300.3464285715,296.812142857,18.335,28.4642857143,2.5035714285725,298.59999999999997,24.0,300.29499999999996,300.3875,296.689642857,18.186428571425,28.478571428575,2.3928571428566667,298.5,23.683333333333337,300.2452380953333,300.32023809516664,296.75380952383335,18.239285714283337,28.38333333335,-0.978556492299504,-0.2059786187410985,1,0
1990,39,0.1161,0.2609,0.1994429,0.2442167,51.39,300.427142857,300.6,296.028571429,302.4,299.1,16.4,77.0485714286,51.39,17.4685714286,2.25714285714,28.3428571429,7.72857142857,32.8,24.4,15.8,2.0,298.9,24.15,300.14214285699995,300.25,296.23,17.68071428575,28.2928571429,2.5928571428575,298.7,23.999999999999996,300.372142857,300.48214285725,296.4425,17.92464285715,28.400000000025003,2.459523809523333,298.59999999999997,23.95,300.3233333333333,300.42738095233335,296.585952381,18.064761904766662,28.433333333350003,-0.9960498426152168,-0.0887958953229354,1,0
1990,40,0.22855,0.18975,0.2124857,0.2011857,31.18,300.775714286,300.85,296.664285714,303.3,299.1,36.1,78.52,31.18,18.18,2.9,28.7714285714,8.02857142857,33.3,23.9,11.7,2.57857142857,299.1,24.15,300.6014285715,300.725,296.34642857150004,17.8242857143,28.55714285715,2.45,298.975,24.15,300.4335714285,300.53571428575003,296.57928571425003,18.07964285715,28.510714285725,2.528571428571667,298.7666666666667,24.049999999999997,300.39714285716667,300.5,296.5752380951667,18.065714285716663,28.504761904766667,-0.9995608365087943,0.0296333278225594,1,0
1990,41,0.17115,0.06755,0.1794667,0.1577167,51.42,299.857142857,299.942857143,296.928571429,301.8,298.1,132.4,84.11,51.42,18.5128571429,2.57142857143,28.6285714286,7.31428571429,33.3,24.4,57.7,2.735714285715,298.6,24.15,300.31642857149996,300.3964285715,296.7964285715,18.34642857145,28.700000000000003,2.3678571428575,298.75,24.15,300.22928571424995,300.32321428575,296.51321428575,18.0135714286,28.49642857145,2.6404761904766665,298.6666666666667,24.049999999999997,300.35357142849995,300.4535714286667,296.56047619049997,18.06523809525,28.50000000001667,-0.989040187322164,0.1476465640024803,1,0
1990,42,0.17115,0.0702,0.1816167,0.16575,143.55,299.195714286,299.307142857,296.544285714,301.5,297.5,279.6,85.6214285714,143.55,18.1157142857,1.87142857143,27.6285714286,7.4,32.8,23.3,61.8,2.2214285714299997,297.8,23.85,299.5264285715,299.625,296.7364285715,18.3142857143,28.1285714286,2.4,298.45,24.0,300.0639285715,300.175,296.5414285715,18.0692857143,28.342857142875,2.37380952381,298.5833333333333,24.049999999999997,300.1311904761667,300.23214285716665,296.63166666666666,18.157857142866664,28.38333333335001,-0.9646355819083586,0.263587166069068,1,0
1990,43,0.1462,0.08975,0.1288286,0.1239286,127.03,298.902857143,299.042857143,296.257142857,300.9,297.2,94.52,85.5028571429,127.03,17.75,1.8,26.7714285714,7.62857142857,32.2,21.7,91.5,1.835714285715,297.35,22.5,299.0492857145,299.17499999999995,296.40071428550004,17.93285714285,27.200000000000003,2.285714285715,297.975,23.325,299.682857143,299.78571428575003,296.5985714285,18.13964285715,27.950000000000003,2.1904761904766668,298.28333333333336,23.6,299.83595238099997,299.94047619049996,296.4757142856667,17.986666666683334,28.0642857143,-0.9266896074318336,0.375827582114238,1,0
1990,44,0.25225,0.1834333,0.318,0.2959,101.35,299.727142857,299.778571429,296.534285714,301.4,298.5,22.26,82.7871428571,101.35,18.0342857143,1.78571428571,27.9714285714,8.64285714286,33.3,22.8,6.3,1.792857142855,297.85,22.25,299.315,299.41071428600003,296.39571428550005,17.89214285715,27.371428571400003,2.0071428571425,297.825,23.049999999999997,299.42071428575,299.517857143,296.5660714285,18.103214285725,27.75,2.1976190476183333,298.25,23.416666666666668,299.8142857143333,299.92023809533333,296.4928571428333,18.01023809525,28.019047619050003,-0.8757349421956372,0.4827922027307442,1,0
1990,45,0.1526,0.181775,0.1783286,0.1866286,20.46,299.972857143,300.035714286,296.564285714,302.2,298.5,14.4,81.7157142857,20.46,18.0742857143,2.38571428571,28.4714285714,8.42857142857,33.3,23.9,6.6,2.08571428571,298.5,23.35,299.85,299.9071428575,296.549285714,18.0542857143,28.2214285714,1.9607142857125,297.925,22.925,299.44964285725,299.54107142875,296.47499999975,17.993571428575002,27.7107142857,2.2190476190466666,298.15000000000003,23.333333333333332,299.73857142866666,299.8261904763333,296.582142857,18.111190476199997,28.040476190466663,-0.8124868780056815,0.5829794791144718,1,0
1990,46,0.2908,0.2246,0.1803857,0.2348857,20.0,300.35,300.5,295.687142857,302.3,298.8,7.1,75.7285714286,20.0,17.0857142857,2.2,27.5428571429,8.6,32.8,22.2,38.9,2.2928571428550004,298.65,23.049999999999997,300.1614285715,300.267857143,296.1257142855,17.58,28.00714285715,2.042857142855,298.25,22.65,299.73821428575,299.83928571449997,296.2607142855,17.736071428575002,27.689285714275,2.10238095238,298.09999999999997,23.049999999999997,299.6676190476667,299.76785714299996,296.4192857141667,17.928809523816668,27.835714285716666,-0.7378332790417279,0.6749830015182099,1,0
1990,47,0.2722,0.33035,0.1316333,0.1253833,20.04,299.511428571,299.635714286,295.375714286,301.6,297.0,36.7,78.1514285714,20.04,16.7528571429,2.52857142857,26.8,7.41428571429,31.7,22.2,9.6,2.364285714285,297.9,22.2,299.9307142855,300.06785714299997,295.5314285715,16.919285714300003,27.17142857145,2.2249999999975003,298.2,22.775,299.89035714275,299.98750000025,296.04035714275005,17.4867857143,27.696428571425,2.0952380952366667,297.9166666666667,22.683333333333337,299.61,299.7166666668333,296.1604761903333,17.635476190483335,27.53095238095,-0.6528221181905214,0.7575112421616204,1,0
1990,48,0.1367667,0.216525,0.1767857,0.1415857,33.61,298.238571429,298.264285714,294.811428571,300.2,296.5,44.3,81.3857142857,33.61,16.2085714286,1.98571428571,26.2,7.12857142857,31.1,20.6,26.7,2.2571428571400003,296.75,21.4,298.875,298.95,295.0935714285,16.48071428575,26.5,2.2749999999975,297.7,22.225,299.51821428575,299.6089285715,295.609642857,17.030357142875,27.253571428575,2.114285714283333,297.75,22.23333333333333,299.4504761905,299.542857143,295.87166666650006,17.317619047633332,27.29285714285,-0.5586467658036526,0.8294056854502017,1,0
1990,49,0.1098,0.0886,0.2667833,0.2517,9.96,298.542857143,298.685714286,294.782857143,300.8,296.7,71.8,79.9085714286,9.96,16.1614285714,2.05714285714,25.9857142857,5.54285714286,29.4,22.2,69.0,2.021428571425,296.6,21.4,298.390714286,298.475,294.79714285700004,16.185,26.09285714285,2.192857142855,297.25,21.8,299.16071428575,299.2714285715,295.16428571425,16.55214285715,26.63214285715,2.15714285714,297.6666666666667,22.316666666666663,299.3904761905,299.4833333335,295.6259523808333,17.052857142866667,27.1619047619,-0.4566292373937137,0.889657090994747,1,0
1990,50,0.12135,0.26166,0.1913857,0.2099857,0.0,298.202857143,298.278571429,292.004285714,300.6,296.1,4.1,68.7228571429,0.0,13.6157142857,2.98571428571,24.6857142857,7.77142857143,29.4,19.4,2.8,2.521428571425,296.4,20.799999999999997,298.37285714300003,298.4821428575,293.39357142849997,14.888571428549998,25.3357142857,2.3892857142825,296.57500000000005,21.1,298.6239285715,298.71607142875,294.2435714285,15.68464285715,25.91785714285,2.35714285714,297.26666666666665,21.75,299.1364285715,299.23333333349996,294.87095238083333,16.31642857143333,26.61428571428333,-0.3482016354343991,0.9374196611341208,1,0
1990,51,0.2931333,0.2668667,0.2608571,0.3027286,52.45,298.297142857,298.378571429,294.558571429,300.9,296.0,32.31,80.0828571429,52.45,15.9542857143,2.87142857143,25.7142857143,6.58571428571,30.6,21.1,19.8,2.92857142857,296.05,20.25,298.25,298.328571429,293.2814285715,14.785,25.200000000000003,2.4749999999975,296.32500000000005,20.825,298.32035714299997,298.4017857145,294.03928571425,15.485,25.646428571425,2.438095238093333,296.84999999999997,21.283333333333335,298.85714285716665,298.9571428573333,294.5366666666667,15.9630952381,26.154761904766666,-0.2348860457809837,0.9720229140804107,1,0
1990,52,0.3025,0.2772333,0.1712667,0.1616222,0.0,298.038571429,298.085714286,292.105714286,299.8,295.3,5.46,69.6814285714,0.0,13.6828571429,2.28571428571,25.1571428571,5.84285714286,28.9,21.1,20.9,2.57857142857,295.65,21.1,298.167857143,298.2321428575,293.3321428575,14.8185714286,25.4357142857,2.5499999999975,296.02500000000003,20.95,298.270357143,298.3571428575,293.362857143,14.853571428574998,25.3857142857,2.4523809523783333,296.2666666666667,21.1,298.471904762,298.554761905,293.93976190483335,15.395952380966667,25.75714285713333,-0.1182731709213655,0.992981096013517,1,0
1991,1,0.1465,0.1404667,0.1515,0.1673143,0.0,297.06,297.135714286,291.907142857,299.0,293.9,4.8,72.9385714286,0.0,13.5114285714,2.52857142857,24.3857142857,7.45714285714,29.4,18.9,5.3,2.40714285714,294.6,20.0,297.5492857145,297.61071428599996,292.0064285715,13.59714285715,24.7714285714,2.6678571428550004,295.325,20.125,297.89964285725,297.9696428575,292.6439285715,14.191071428575,24.9857142857,2.4523809523783333,295.75,20.55,298.0633333335,298.13809523833334,293.3616666666667,14.855714285716669,25.354761904750003,0.1182731709213658,0.9929810960135168,1,0
1991,2,0.1465,0.1004667,0.2519,0.1376167,15.85,297.674285714,297.828571429,293.282857143,299.3,295.8,26.33,76.6285714286,15.85,14.6714285714,1.88571428571,24.9142857143,6.31428571429,28.3,21.1,31.7,2.20714285714,294.85,20.0,297.367142857,297.4821428575,292.595,14.0914285714,24.65,2.392857142855,295.25,20.55,297.7675,297.8571428575,292.96357142875,14.455,25.04285714285,2.4357142857116667,295.6333333333334,20.633333333333333,297.96928571433335,298.06547619083335,293.106904762,14.599523809516665,25.140476190466668,0.2348860457809836,0.9720229140804107,1,0
1991,3,0.1465,0.2935667,0.2599429,0.2179,0.0,297.422857143,297.657142857,293.412857143,299.3,296.1,27.4,78.5,0.0,14.7985714286,2.0,25.2428571429,6.57142857143,29.4,21.1,16.5,1.942857142855,295.95000000000005,21.1,297.5485714285,297.74285714300004,293.347857143,14.735,25.0785714286,2.1749999999975,295.275,20.55,297.5489285715,297.6767857145,292.67714285725,14.166071428575,24.925,2.4261904761883333,295.53333333333336,20.45,297.7826190476667,297.8940476193333,292.87857142866665,14.372380952383333,25.016666666666666,0.3482016354343987,0.9374196611341208,1,0
1991,4,0.3313,0.3093333,0.2210286,0.2027571,0.0,297.884285714,298.15,292.382857143,300.3,296.0,0.7,71.5971428571,0.0,13.8785714286,2.55714285714,24.7142857143,7.77142857143,29.4,18.3,6.8,2.2785714285700003,296.05,19.700000000000003,297.65357142849996,297.90357142849996,292.897857143,14.338571428600002,24.9785714286,2.2428571428549997,295.45000000000005,19.85,297.51035714274997,297.69285714299997,292.7464285715,14.215000000000002,24.8142857143,2.35476190476,295.51666666666665,20.26666666666667,297.7295238095,297.8726190478333,292.9416666668333,14.4161904762,25.021428571433333,0.4566292373937131,0.8896570909947473,1,0
1991,5,0.0917,0.246425,0.2438571,0.1956,0.0,298.044285714,298.228571429,292.572857143,300.1,295.0,5.7,71.7842857143,0.0,14.0442857143,2.77142857143,24.8285714286,8.15714285714,30.0,18.9,5.9,2.664285714285,295.5,18.6,297.96428571399997,298.1892857145,292.47785714300005,13.96142857145,24.77142857145,2.30357142857,295.725,19.85,297.75642857125,297.96607142875,292.912857143,14.348214285725,24.925000000025,2.338095238093333,295.34999999999997,19.9,297.68738095233334,297.84761904783335,292.61071428583335,14.097857142866667,24.873809523816664,0.5586467658036525,0.8294056854502019,1,0
1991,6,0.3801,0.2285667,0.2550429,0.2258,0.0,297.74,297.928571429,293.15,299.7,295.0,19.69,75.7942857143,0.0,14.5414285714,2.42857142857,25.0571428571,6.88571428571,30.0,20.6,7.3,2.6000000000000005,295.0,19.75,297.892142857,298.078571429,292.8614285715,14.29285714285,24.94285714285,2.439285714285,295.525,19.725,297.77285714275,297.99107142875,292.87964285725,14.315714285725,24.960714285725,2.3619047619033333,295.3,19.816666666666663,297.6376190475,297.8214285716667,292.7847619048334,14.24095238095,24.85714285715,0.6528221181905216,0.7575112421616201,1,0
1991,7,0.0712,0.2211,0.2762429,0.2673429,18.05,296.884285714,297.114285714,292.972857143,300.2,294.1,21.4,78.8957142857,18.05,14.46,3.2,25.1428571429,8.87142857143,32.2,18.9,5.6,2.8142857142850004,294.55,19.75,297.312142857,297.5214285715,293.06142857149996,14.5007142857,25.1,2.739285714285,295.025,19.174999999999997,297.6382142855,297.855357143,292.76964285725,14.231071428575,24.935714285725,2.4738095238083333,295.3333333333333,19.816666666666663,297.6083333331667,297.81785714299997,292.9623809525,14.39904761905,24.98333333335,0.7378332790417272,0.6749830015182106,1,0
1991,8,0.0712,0.2094,0.1084333,0.1194,0.0,297.414285714,297.614285714,293.631428571,300.1,295.8,26.2,79.74,0.0,15.0357142857,2.57142857143,25.8428571429,8.47142857143,32.2,20.0,17.8,2.885714285715,294.95000000000005,19.45,297.14928571400003,297.364285714,293.30214285700004,14.74785714285,25.4928571429,2.7428571428575,294.975,19.6,297.5207142855,297.72142857150004,293.08178571425,14.52035714285,25.217857142875,2.588095238095,295.3333333333333,19.633333333333336,297.56499999983333,297.78214285716666,293.0204761905,14.459761904766667,25.138095238116662,0.8124868780056813,0.5829794791144721,1,0
1991,9,0.1702,0.2086,0.13752,0.1914333,31.79,297.505714286,297.828571429,293.407142857,299.8,295.8,23.8,77.9771428571,31.79,14.7942857143,2.11428571429,25.2571428571,7.2,30.6,20.0,30.7,2.34285714286,295.8,20.0,297.46000000000004,297.72142857150004,293.51928571400003,14.915,25.55,2.5785714285725,295.175,19.875,297.38607142850003,297.6214285715,293.29035714275,14.70785714285,25.325000000000003,2.6071428571433333,295.28333333333336,19.45,297.5788095236667,297.81071428583334,293.0195238095,14.45904761905,25.14047619048333,0.8757349421956369,0.4827922027307448,1,0
